games                                      ,country ,sport ,gold ,silver ,bronze ,men ,women
2012_london_olympics                       ,DOM     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,EGY     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,ESP     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    3
2012_london_olympics                       ,FRA     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,GBR     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,GER     ,TTE   ,   0 ,     0 ,     2 ,  3 ,    3
2012_london_olympics                       ,GRE     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,HKG     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,HUN     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,IND     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,IRI     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ITA     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,JPN     ,TTE   ,   0 ,     1 ,     0 ,  3 ,    3
2012_london_olympics                       ,KOR     ,TTE   ,   0 ,     1 ,     0 ,  3 ,    4
2012_london_olympics                       ,KUW     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,LAT     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,LBN     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,LUX     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,MEX     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,NED     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    3
2012_london_olympics                       ,NGR     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,PAR     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,POL     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    3
2012_london_olympics                       ,POR     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    1
2012_london_olympics                       ,PRK     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,QAT     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,ROU     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,RUS     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    2
2012_london_olympics                       ,SGP     ,TTE   ,   0 ,     0 ,     2 ,  3 ,    3
2012_london_olympics                       ,SLO     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,SRB     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,SWE     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    0
2012_london_olympics                       ,THA     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,TOG     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,TPE     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,TUR     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,UKR     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,USA     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    3
2012_london_olympics                       ,VAN     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,VEN     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,ARG     ,VBV   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,AUS     ,VBV   ,   0 ,     0 ,     0 ,  0 ,    4
2012_london_olympics                       ,AUT     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,BRA     ,VBV   ,   0 ,     1 ,     1 ,  4 ,    4
2012_london_olympics                       ,CAN     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,CHN     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,CZE     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    4
2012_london_olympics                       ,ESP     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,GBR     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,GER     ,VBV   ,   1 ,     0 ,     0 ,  4 ,    4
2012_london_olympics                       ,GRE     ,VBV   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,ITA     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,JPN     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,LAT     ,VBV   ,   0 ,     0 ,     1 ,  4 ,    0
2012_london_olympics                       ,MRI     ,VBV   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,NED     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    4
2012_london_olympics                       ,NOR     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,POL     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,RSA     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,RUS     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    4
2012_london_olympics                       ,SUI     ,VBV   ,   0 ,     0 ,     0 ,  4 ,    2
2012_london_olympics                       ,USA     ,VBV   ,   1 ,     1 ,     0 ,  4 ,    4
2012_london_olympics                       ,VEN     ,VBV   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,AUS     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,BAN     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,BHU     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,BLR     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,BRA     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,BUL     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CAN     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,CHI     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,CHN     ,ARC   ,   0 ,     1 ,     1 ,  3 ,    3
2012_london_olympics                       ,CIV     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,COL     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,CUB     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,DEN     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    3
2012_london_olympics                       ,EGY     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ESP     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,EST     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,FIJ     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,FRA     ,ARC   ,   0 ,     0 ,     0 ,  3 ,    1
2012_london_olympics                       ,GBR     ,ARC   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,GEO     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,GER     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,GRE     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,HKG     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,INA     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,IND     ,ARC   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,IRI     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,IRQ     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,ITA     ,ARC   ,   1 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,JPN     ,ARC   ,   0 ,     1 ,     1 ,  3 ,    3
2012_london_olympics                       ,KAZ     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,KOR     ,ARC   ,   3 ,     0 ,     1 ,  3 ,    3
2012_london_olympics                       ,LUX     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,MAS     ,ARC   ,   0 ,     0 ,     0 ,  3 ,    1
2012_london_olympics                       ,MDA     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,MEX     ,ARC   ,   0 ,     1 ,     1 ,  3 ,    3
2012_london_olympics                       ,MGL     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,MYA     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,NED     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,NOR     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,PHI     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,POL     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,PRK     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,RSA     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,RUS     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    3
2012_london_olympics                       ,SAM     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,SLO     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,SMR     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,SUI     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,SWE     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,THA     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,TPE     ,ARC   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,TUR     ,ARC   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,UKR     ,ARC   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,USA     ,ARC   ,   0 ,     1 ,     0 ,  3 ,    3
2012_london_olympics                       ,VEN     ,ARC   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,AUS     ,BDM   ,   0 ,     0 ,     0 ,  2 ,    3
2012_london_olympics                       ,AUT     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,BEL     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,BLR     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,BUL     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,CAN     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    3
2012_london_olympics                       ,CHN     ,BDM   ,   5 ,     2 ,     1 ,  9 ,    8
2012_london_olympics                       ,CZE     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,DEN     ,BDM   ,   0 ,     1 ,     1 ,  6 ,    3
2012_london_olympics                       ,EGY     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,ESP     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,EST     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,FIN     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,FRA     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,GBR     ,BDM   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,GER     ,BDM   ,   0 ,     0 ,     0 ,  4 ,    2
2012_london_olympics                       ,GUA     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,HKG     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    3
2012_london_olympics                       ,INA     ,BDM   ,   0 ,     0 ,     0 ,  5 ,    4
2012_london_olympics                       ,IND     ,BDM   ,   0 ,     0 ,     1 ,  2 ,    3
2012_london_olympics                       ,IRL     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ISL     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,ISR     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,ITA     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,JPN     ,BDM   ,   0 ,     1 ,     0 ,  5 ,    6
2012_london_olympics                       ,KOR     ,BDM   ,   0 ,     0 ,     1 ,  6 ,    6
2012_london_olympics                       ,LTU     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,MAS     ,BDM   ,   0 ,     1 ,     0 ,  4 ,    2
2012_london_olympics                       ,MDV     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,MEX     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,NED     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,NOR     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,PER     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,POL     ,BDM   ,   0 ,     0 ,     0 ,  4 ,    2
2012_london_olympics                       ,POR     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,RSA     ,BDM   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,RUS     ,BDM   ,   0 ,     0 ,     1 ,  3 ,    3
2012_london_olympics                       ,SGP     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    3
2012_london_olympics                       ,SLO     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,SRI     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,SUI     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,SUR     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,SVK     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,SWE     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,THA     ,BDM   ,   0 ,     0 ,     0 ,  4 ,    2
2012_london_olympics                       ,TPE     ,BDM   ,   0 ,     0 ,     0 ,  4 ,    4
2012_london_olympics                       ,TUR     ,BDM   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,UGA     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,UKR     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,USA     ,BDM   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,VIE     ,BDM   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,AUS     ,DIV   ,   0 ,     1 ,     0 ,  3 ,    7
2012_london_olympics                       ,BLR     ,DIV   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,BRA     ,DIV   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,CAN     ,DIV   ,   0 ,     0 ,     2 ,  5 ,    4
2012_london_olympics                       ,CHN     ,DIV   ,   6 ,     3 ,     1 ,  7 ,    5
2012_london_olympics                       ,COL     ,DIV   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,CUB     ,DIV   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,ESP     ,DIV   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,FRA     ,DIV   ,   0 ,     0 ,     0 ,  2 ,    3
2012_london_olympics                       ,GBR     ,DIV   ,   0 ,     0 ,     1 ,  5 ,    7
2012_london_olympics                       ,GER     ,DIV   ,   0 ,     0 ,     0 ,  4 ,    4
2012_london_olympics                       ,GRE     ,DIV   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,HUN     ,DIV   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,ITA     ,DIV   ,   0 ,     0 ,     0 ,  4 ,    4
2012_london_olympics                       ,JPN     ,DIV   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,KOR     ,DIV   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,MAS     ,DIV   ,   0 ,     0 ,     1 ,  3 ,    5
